Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
174,79,9827,5,8,4,6,1,Senior
171,60,23394,6,6,4,7,0,Senior
195,18,30862,2,8,6,74,1,Young
181,87,44217,2,8,1,86,1,Senior
173,67,45209,2,0,5,79,1,Senior
187,38,48322,1,10,3,85,1,Middle-aged
140,25,23938,5,2,2,13,1,Young
154,72,44595,4,5,2,50,1,Senior
146,73,21499,7,8,8,80,1,Senior
149,21,34607,10,6,10,94,1,Young
174,67,33734,1,1,4,19,1,Senior
176,81,18708,6,1,5,88,1,Senior
159,75,17326,9,9,9,9,1,Senior
199,51,8201,6,3,6,98,1,Middle-aged
157,59,24007,1,2,3,82,0,Middle-aged
198,20,41113,8,0,6,95,1,Young
157,34,11988,5,9,4,59,1,Young
178,57,19086,8,6,3,76,1,Middle-aged
177,43,47098,4,2,2,7,0,Middle-aged
155,54,37890,3,0,1,81,0,Middle-aged
188,23,9050,4,1,9,34,1,Young
167,44,9923,1,1,2,51,0,Middle-aged
149,56,32690,8,7,6,100,1,Middle-aged
186,73,41728,6,6,2,90,0,Senior
144,67,5349,8,4,10,28,1,Senior
169,72,8465,4,8,10,38,1,Senior
165,23,27335,1,8,0,40,1,Young
187,48,13735,8,1,7,88,1,Middle-aged
163,34,26572,9,1,0,24,0,Young
166,21,34190,0,1,1,61,1,Young
171,35,44179,0,8,7,68,1,Young
186,43,7882,10,3,4,36,1,Middle-aged
150,19,43401,9,6,0,10,1,Young
170,72,6585,3,7,6,4,1,Senior
155,48,46841,3,1,6,92,1,Middle-aged
186,80,41606,7,10,3,83,1,Senior
186,30,10047,6,9,3,76,1,Young
170,77,34053,10,1,5,62,1,Senior
141,53,9819,10,0,6,84,1,Middle-aged
146,34,49742,0,1,9,48,0,Young
195,63,22999,1,5,2,30,0,Senior
168,63,49397,5,0,3,62,1,Senior
193,27,48013,4,2,7,71,0,Young
152,53,6671,0,7,1,57,1,Middle-aged
178,52,41035,0,8,1,77,1,Middle-aged
192,76,42060,1,3,2,82,1,Senior
165,31,23552,2,7,6,88,0,Young
194,20,35947,0,4,2,83,0,Young
154,67,9086,10,2,9,22,1,Senior
178,43,16279,3,0,8,90,0,Middle-aged
167,75,22422,7,0,3,91,0,Senior
180,27,9476,1,5,9,26,1,Young
172,68,45490,10,6,5,59,1,Senior
193,89,16251,6,6,6,10,1,Senior
142,27,27257,9,3,10,33,1,Young
170,88,26111,6,0,1,11,0,Senior
165,64,45504,1,0,2,19,0,Senior
156,53,7147,6,10,10,92,1,Middle-aged
167,37,41582,5,10,6,11,1,Middle-aged
182,76,25865,9,0,2,64,0,Senior
195,47,43069,0,4,7,91,1,Middle-aged
172,48,29175,5,1,9,68,1,Middle-aged
176,44,38951,1,0,5,18,0,Middle-aged
162,32,32102,4,6,2,56,1,Young
196,88,29171,1,2,3,10,0,Senior
183,67,18468,5,4,4,97,0,Senior
147,27,13854,2,9,2,65,1,Young
194,83,7478,4,5,7,91,1,Senior
155,30,35631,4,4,7,83,0,Young
147,50,49065,9,8,6,84,1,Middle-aged
160,63,35438,8,7,1,58,1,Senior
162,67,28087,2,4,4,86,0,Senior
145,46,9175,5,9,4,32,1,Middle-aged
172,85,13850,7,2,2,97,1,Senior
142,25,22206,3,8,1,47,0,Young
141,25,42954,10,0,6,19,1,Young
184,90,47439,6,10,7,73,1,Senior
153,82,46994,6,7,4,6,1,Senior
150,31,49045,4,10,4,84,1,Young
162,87,40752,5,0,9,8,0,Senior
177,29,34585,2,4,9,4,1,Young
183,31,7726,2,6,8,74,1,Young
172,44,35313,4,3,9,93,0,Middle-aged
165,43,32939,0,6,0,65,1,Middle-aged
169,20,31113,7,8,10,39,1,Young
151,61,7266,5,7,2,24,1,Senior
200,73,12111,1,7,5,95,1,Senior
171,73,5255,9,1,8,87,1,Senior
196,44,20087,10,7,10,10,1,Middle-aged
151,74,49398,7,8,9,66,1,Senior
189,26,38238,8,0,4,95,0,Young
178,47,29598,0,9,2,74,1,Middle-aged
156,58,18696,9,6,9,56,1,Middle-aged
159,46,24961,4,2,7,97,0,Middle-aged
163,89,12531,1,8,7,47,0,Senior
180,40,9345,5,1,4,44,1,Middle-aged
186,27,35920,10,4,1,28,1,Young
199,87,12017,5,1,0,77,1,Senior
140,55,31281,10,4,3,82,1,Middle-aged
189,36,28511,5,4,9,20,1,Middle-aged
189,22,13228,5,3,6,31,0,Young
191,33,18320,9,7,6,82,1,Young
181,43,9334,2,10,8,56,0,Middle-aged
145,36,22340,0,0,9,57,0,Middle-aged
150,58,19334,1,3,10,46,0,Middle-aged
177,73,24704,1,2,8,52,0,Senior
176,23,28098,2,1,8,78,1,Young
199,50,48216,1,5,4,50,0,Middle-aged
174,26,36659,10,4,10,77,1,Young
152,53,21117,3,1,6,91,0,Middle-aged
146,41,43189,1,3,3,23,1,Middle-aged
150,83,43207,2,10,6,53,1,Senior
195,82,45232,10,8,2,96,1,Senior
157,24,40593,8,5,3,31,1,Young
154,90,23619,4,6,7,88,1,Senior
147,72,13225,2,1,8,8,0,Senior
174,67,8354,7,10,9,15,1,Senior
171,85,36920,1,3,8,54,0,Senior
170,82,30688,0,6,8,27,0,Senior
189,83,43929,6,1,10,72,0,Senior
197,39,43518,8,8,4,99,1,Middle-aged
173,72,21978,10,1,6,80,1,Senior
163,30,22934,5,10,0,20,1,Young
175,67,29660,7,3,2,14,1,Senior
158,64,22619,1,8,4,42,1,Senior
185,89,44554,4,1,1,43,1,Senior
163,38,27539,8,0,6,42,0,Middle-aged
186,61,40315,6,1,7,100,1,Senior
149,53,18673,0,8,8,24,0,Middle-aged
195,48,22392,10,1,0,2,1,Middle-aged
176,32,20766,7,7,7,17,1,Young
193,31,42367,6,7,3,35,1,Young
141,83,12281,3,10,1,55,1,Senior
166,61,9842,1,4,4,51,1,Senior
197,89,29792,0,7,0,95,1,Senior
183,82,18353,3,6,7,72,0,Senior
175,19,23503,1,6,3,27,1,Young
182,55,32777,1,8,10,66,0,Middle-aged
166,53,17629,6,8,6,43,1,Middle-aged
171,88,17726,4,8,5,24,1,Senior
193,39,19142,4,2,5,36,0,Middle-aged
167,81,22005,7,10,2,58,1,Senior
149,36,31167,4,8,8,70,1,Middle-aged
146,52,26943,1,2,4,53,0,Middle-aged
142,30,44090,5,9,9,67,1,Young
189,48,9852,4,8,3,66,1,Middle-aged
182,84,44002,5,5,0,18,1,Senior
180,67,48789,9,1,7,100,1,Senior
145,40,16573,7,8,10,6,1,Middle-aged
194,82,42560,6,5,2,56,1,Senior
170,54,28021,8,10,0,13,1,Middle-aged
182,87,49264,5,5,6,31,1,Senior
169,33,13171,3,1,10,26,1,Young
143,34,40557,2,3,1,22,0,Young
159,18,35856,9,7,3,76,1,Young
174,81,10807,1,5,7,32,1,Senior
192,72,38594,5,0,8,28,0,Senior
145,65,28965,10,4,1,76,1,Senior
174,56,23424,10,7,2,85,1,Middle-aged
171,35,24998,7,3,8,81,1,Young
144,22,31079,8,10,10,15,1,Young
182,67,46534,5,1,1,28,1,Senior
154,58,32764,1,10,8,90,1,Middle-aged
150,42,11838,1,8,3,40,1,Middle-aged
200,50,10296,5,2,2,18,1,Middle-aged
140,35,8739,4,0,3,47,0,Young
191,34,35111,9,9,4,8,1,Young
141,76,24302,9,6,4,89,1,Senior
194,90,13148,0,4,0,49,1,Senior
188,34,24226,4,5,10,84,1,Young
188,84,41538,10,9,8,44,1,Senior
200,35,32154,9,2,9,15,1,Young
156,70,18584,1,8,9,73,1,Senior
187,24,17282,7,7,10,54,1,Young
147,25,39411,1,1,6,65,0,Young
146,57,14341,3,10,7,2,1,Middle-aged
186,34,9966,6,5,1,53,1,Young
145,27,15273,4,0,0,42,1,Young
160,31,27446,2,7,1,19,1,Young
169,21,41944,1,7,1,52,0,Young
144,50,16209,0,5,10,50,0,Middle-aged
195,37,32605,1,1,5,55,0,Middle-aged
146,84,18716,0,7,7,70,1,Senior
155,40,32827,6,1,8,49,0,Middle-aged
148,81,18067,10,9,7,1,1,Senior
200,47,22348,8,7,1,40,1,Middle-aged
176,61,20219,8,10,9,87,1,Senior
169,41,22813,10,7,9,84,1,Middle-aged
179,88,6266,8,9,0,5,1,Senior
193,61,28905,0,3,0,35,0,Senior
169,47,47748,2,3,4,93,0,Middle-aged
194,65,8782,8,10,10,23,1,Senior
144,44,32140,5,2,1,14,1,Middle-aged
171,31,5845,7,0,1,13,1,Young
177,60,29775,5,1,1,68,1,Senior
146,85,40431,2,1,7,49,0,Senior
171,65,23896,10,8,7,30,1,Senior
182,69,18431,2,5,5,22,0,Senior
173,22,41459,7,2,0,32,0,Young
192,45,37217,0,4,10,98,1,Middle-aged
189,43,6621,0,4,1,56,0,Middle-aged
181,22,22792,1,3,5,41,1,Young
143,74,17154,6,8,4,27,1,Senior
162,76,18899,10,8,1,74,1,Senior
158,64,23982,8,6,10,9,1,Senior
171,20,7295,7,8,8,57,1,Young
193,65,48438,2,9,6,21,1,Senior
189,83,17955,9,6,9,68,1,Senior
140,30,37590,7,0,1,61,1,Young
178,30,8040,8,3,5,81,0,Young
159,66,24921,5,3,2,15,1,Senior
196,56,27964,7,6,1,96,1,Middle-aged
146,53,21301,9,3,7,27,0,Middle-aged
193,60,27179,6,0,9,30,1,Senior
195,31,6178,1,1,7,14,0,Young
182,47,32579,9,3,8,83,1,Middle-aged
158,42,11697,2,3,3,53,0,Middle-aged
195,19,47041,2,7,3,97,1,Young
150,73,42147,8,5,10,73,1,Senior
140,86,42025,6,4,2,97,1,Senior
140,76,22656,10,3,7,36,1,Senior
200,52,22346,3,4,5,38,1,Middle-aged
176,67,32097,5,8,5,36,1,Senior
162,30,25260,3,2,6,58,1,Young
151,21,24515,10,10,2,93,1,Young
190,55,34159,8,1,7,3,0,Middle-aged
187,66,26934,4,9,10,72,1,Senior
158,68,27747,2,4,9,29,0,Senior
172,78,42750,7,6,6,94,1,Senior
167,20,6098,2,9,4,54,1,Young
200,90,38016,10,1,5,99,1,Senior
196,41,45543,0,0,4,44,1,Middle-aged
165,68,16724,8,0,4,8,0,Senior
182,23,19273,1,5,7,40,0,Young
142,44,11543,8,6,9,66,1,Middle-aged
154,37,32647,8,1,1,2,1,Middle-aged
176,40,41989,10,2,10,20,1,Middle-aged
170,46,24642,1,7,9,85,1,Middle-aged
163,60,38340,9,1,8,64,1,Senior
187,75,43762,4,9,7,54,1,Senior
194,47,24575,2,10,2,4,1,Middle-aged
171,83,48125,1,4,3,34,0,Senior
177,79,43672,7,5,3,44,1,Senior
189,59,20831,7,8,4,85,1,Middle-aged
153,62,20354,0,9,4,33,1,Senior
158,38,24692,8,6,6,8,1,Middle-aged
151,71,5608,5,9,2,44,1,Senior
164,28,25640,6,2,7,11,0,Young
171,52,29120,0,10,2,13,1,Middle-aged
143,58,18637,4,8,0,90,1,Middle-aged
195,43,35793,9,5,3,61,1,Middle-aged
169,35,34281,7,9,3,64,1,Young
168,77,8733,10,9,8,36,1,Senior
183,52,8506,5,8,5,72,1,Middle-aged
174,80,9167,8,6,5,44,1,Senior
155,29,15697,3,3,5,50,1,Young
155,64,24369,0,4,5,13,0,Senior
184,35,26571,10,1,5,37,1,Young
189,70,14629,4,0,4,83,1,Senior
147,84,37409,1,10,8,92,1,Senior
171,18,7625,7,10,1,88,1,Young
199,22,32324,3,6,9,76,1,Young
150,45,30774,9,7,8,73,1,Middle-aged
162,44,18830,4,8,5,83,1,Middle-aged
158,59,15447,4,8,5,62,1,Middle-aged
142,76,24173,2,6,10,84,1,Senior
171,80,12120,6,10,1,97,1,Senior
141,70,16862,2,8,7,7,1,Senior
148,44,13792,9,7,6,19,1,Middle-aged
187,61,15628,6,3,0,39,0,Senior
186,31,32662,9,4,2,71,0,Young
184,28,20317,6,2,5,77,0,Young
152,69,47302,6,10,3,36,1,Senior
140,78,5995,3,4,1,31,1,Senior
152,30,29070,0,3,9,22,0,Young
142,43,25769,7,3,8,81,1,Middle-aged
190,75,42996,3,6,3,66,1,Senior
186,64,6966,7,6,6,43,1,Senior
198,59,18274,2,9,0,89,1,Middle-aged
169,47,29602,2,2,9,33,1,Middle-aged
173,45,16090,2,1,3,89,1,Middle-aged
150,40,5010,8,5,3,57,1,Middle-aged
153,44,27493,10,7,10,30,1,Middle-aged
200,65,23656,0,5,1,70,0,Senior
144,61,41751,5,3,2,86,1,Senior
165,38,7376,2,8,7,30,1,Middle-aged
200,69,8214,6,6,2,14,1,Senior
190,65,10551,10,7,5,96,1,Senior
183,47,22617,4,7,0,84,1,Middle-aged
194,22,14706,5,2,0,31,1,Young
145,37,28066,6,8,3,5,1,Middle-aged
156,70,45044,2,6,9,79,1,Senior
151,73,47649,1,0,8,99,0,Senior
179,60,48573,1,1,3,63,0,Senior
188,79,18056,3,6,3,100,1,Senior
156,24,19209,10,4,0,83,1,Young
166,68,48067,5,10,2,92,1,Senior
172,86,18764,0,0,0,12,0,Senior
188,54,46608,6,7,3,31,1,Middle-aged
164,19,45814,2,9,5,73,1,Young
155,47,29952,2,7,2,89,0,Middle-aged
142,80,12693,3,2,0,15,0,Senior
142,82,24719,10,2,5,100,1,Senior
159,27,6810,9,0,2,52,1,Young
160,75,10580,6,2,6,29,1,Senior
172,71,41826,1,10,10,24,1,Senior
156,40,38356,8,6,3,96,1,Middle-aged
149,65,27314,7,2,10,56,1,Senior
177,87,9234,6,7,3,18,1,Senior
166,35,37883,6,5,3,10,1,Young
173,31,45939,10,5,6,52,1,Young
174,51,35967,9,3,3,5,1,Middle-aged
179,67,14614,2,2,7,55,0,Senior
157,43,19055,9,7,8,65,1,Middle-aged
187,34,48278,4,4,6,8,1,Young
160,70,49240,8,7,10,71,1,Senior
154,50,31305,10,4,7,1,1,Middle-aged
143,68,36321,1,7,6,51,1,Senior
189,78,9469,2,4,6,15,1,Senior
157,54,24940,3,4,3,94,1,Middle-aged
144,54,29817,2,4,3,77,1,Middle-aged
164,35,44624,10,5,7,59,1,Young
181,25,23901,10,9,2,34,1,Young
152,58,29955,9,9,0,32,1,Middle-aged
146,74,30147,8,4,2,57,1,Senior
140,50,36727,6,10,4,44,1,Middle-aged
167,90,26167,9,0,8,86,1,Senior
153,47,32875,4,10,1,71,1,Middle-aged
171,34,8289,2,1,5,88,0,Young
197,58,34324,5,0,1,23,1,Middle-aged
186,43,36616,8,3,1,43,0,Middle-aged
166,33,14423,2,7,9,100,1,Young
187,50,43280,7,5,5,27,0,Middle-aged
140,49,7738,9,9,8,8,1,Middle-aged
163,44,42783,1,0,6,46,0,Middle-aged
167,36,30297,8,2,6,44,1,Middle-aged
174,47,30291,1,0,4,100,0,Middle-aged
170,67,41776,3,1,10,56,1,Senior
183,63,43533,5,1,0,77,1,Senior
167,89,25147,4,6,10,98,1,Senior
173,32,47797,4,7,7,65,1,Young
197,90,39482,3,2,5,38,0,Senior
161,52,44250,9,3,8,70,1,Middle-aged
196,55,23004,10,4,5,89,1,Middle-aged
161,39,15518,10,9,10,92,1,Middle-aged
181,46,28039,0,0,4,76,0,Middle-aged
183,18,37034,0,4,5,57,0,Young
171,22,49038,4,3,1,8,1,Young
170,75,27304,2,1,2,20,0,Senior
176,44,30161,7,9,1,40,1,Middle-aged
148,38,48057,5,6,10,77,1,Middle-aged
158,81,40418,8,7,3,81,1,Senior
159,66,33342,3,3,10,31,0,Senior
169,71,26199,6,4,3,76,0,Senior
195,69,40786,0,9,5,37,1,Senior
156,48,19810,5,5,4,11,1,Middle-aged
156,77,36138,3,3,2,19,1,Senior
161,41,22058,4,5,8,82,0,Middle-aged
195,61,35112,3,6,5,97,0,Senior
200,57,38832,1,0,6,11,1,Middle-aged
195,71,32225,6,6,6,45,1,Senior
152,76,34683,7,4,4,78,1,Senior
150,20,21632,6,2,1,11,0,Young
144,22,25301,6,9,6,41,1,Young
170,46,42338,7,7,3,54,1,Middle-aged
186,30,18772,0,5,6,17,1,Young
151,26,6572,7,3,8,37,0,Young
181,69,41630,5,6,2,37,1,Senior
198,75,36088,9,1,0,46,1,Senior
143,89,26265,9,10,6,59,1,Senior
161,21,29923,3,7,6,31,1,Young
142,34,27775,10,0,5,39,1,Young
178,36,9822,0,2,0,89,0,Middle-aged
200,68,29760,0,5,3,83,1,Senior
189,28,33649,5,5,9,37,0,Young
190,67,6408,4,7,4,31,1,Senior
141,58,27315,0,0,3,1,0,Middle-aged
165,39,11731,1,10,10,29,1,Middle-aged
180,29,37480,4,0,4,43,0,Young
161,24,15794,9,5,10,93,1,Young
198,58,32196,6,1,7,88,0,Middle-aged
150,74,37897,4,1,7,71,1,Senior
168,56,37751,6,6,10,99,1,Middle-aged
199,73,44095,2,5,4,34,1,Senior
192,42,48202,10,9,9,30,1,Middle-aged
188,41,33002,6,5,10,58,1,Middle-aged
162,74,30393,2,0,9,56,0,Senior
164,28,20855,1,9,9,14,1,Young
165,62,15414,4,2,8,28,0,Senior
180,33,46200,0,10,1,57,1,Young
160,59,23694,5,2,9,51,0,Middle-aged
167,89,27064,10,1,0,26,1,Senior
156,29,45534,8,9,7,36,1,Young
178,65,11612,1,9,3,34,1,Senior
168,36,5592,8,3,2,8,1,Middle-aged
192,80,7534,7,5,1,27,1,Senior
190,63,14831,0,6,1,50,0,Senior
181,69,30663,8,1,8,18,0,Senior
146,86,41443,7,10,6,34,1,Senior
183,79,13586,0,4,9,69,1,Senior
192,87,34964,8,6,1,96,1,Senior
188,39,43826,4,7,10,36,1,Middle-aged
162,43,6633,9,2,3,58,1,Middle-aged
196,59,23666,5,5,2,57,0,Middle-aged
183,26,6702,4,5,5,55,1,Young
198,37,33084,4,1,8,3,1,Middle-aged
172,55,11492,0,8,10,33,1,Middle-aged
147,36,15877,5,7,2,46,1,Middle-aged
160,68,39543,4,4,5,49,0,Senior
198,30,5113,3,3,8,25,1,Young
159,24,35069,7,9,3,24,1,Young
184,36,41793,10,9,6,68,1,Middle-aged
180,36,12597,3,10,10,69,1,Middle-aged
199,44,15844,4,4,10,45,1,Middle-aged
158,42,22415,3,0,6,87,1,Middle-aged
158,62,5371,6,3,1,70,1,Senior
190,45,6981,7,1,3,29,1,Middle-aged
186,31,37908,1,3,9,72,1,Young
192,67,14708,4,0,6,41,0,Senior
170,21,36637,10,3,4,10,1,Young
195,35,44388,8,8,8,13,1,Young
146,63,16796,9,6,9,39,1,Senior
199,88,13091,2,10,5,18,1,Senior
165,58,43149,3,3,4,67,0,Middle-aged
152,49,10722,3,2,1,33,0,Middle-aged
140,21,35168,0,4,10,86,0,Young
197,57,37133,9,3,5,74,1,Middle-aged
191,40,20582,5,3,4,41,1,Middle-aged
171,45,46072,5,3,3,2,0,Middle-aged
142,23,43706,4,9,7,12,1,Young
153,44,8262,7,7,5,46,1,Middle-aged
176,41,26089,8,5,5,91,1,Middle-aged
144,61,13329,2,3,7,13,0,Senior
172,54,42899,10,4,9,75,1,Middle-aged
190,71,47526,8,9,6,13,1,Senior
140,64,23431,9,8,3,46,1,Senior
155,35,33846,5,8,7,97,1,Young
150,19,27085,7,5,6,28,1,Young
183,72,47643,5,4,0,58,1,Senior
157,18,33076,7,0,8,79,1,Young
183,25,11817,8,4,9,86,1,Young
199,54,18836,5,7,1,34,1,Middle-aged
154,57,29185,3,3,4,14,1,Middle-aged
160,22,45195,4,9,1,27,1,Young
176,32,48248,7,7,0,95,1,Young
143,33,48177,2,4,2,53,1,Young
182,78,31822,6,7,0,70,1,Senior
164,62,29438,4,5,4,80,0,Senior
142,72,42360,6,9,3,40,1,Senior
159,53,30573,4,7,9,88,1,Middle-aged
200,20,48423,8,5,2,83,1,Young
156,33,37049,1,5,2,6,1,Young
189,34,21788,4,1,6,42,1,Young
142,90,29553,4,2,5,67,1,Senior
156,64,23998,0,6,4,59,1,Senior
183,89,49087,1,0,4,54,0,Senior
141,48,46542,5,1,7,45,1,Middle-aged
163,86,23522,0,4,10,41,0,Senior
198,85,38793,1,4,8,49,1,Senior
154,29,29748,7,9,5,20,1,Young
183,50,10623,8,7,7,45,1,Middle-aged
176,67,39951,8,9,8,56,1,Senior
145,89,16447,9,7,3,89,1,Senior
176,76,12245,1,6,3,28,1,Senior
167,42,27401,2,6,8,80,1,Middle-aged
151,70,29635,0,7,0,84,0,Senior
184,78,15278,9,0,8,74,1,Senior
156,81,7366,0,2,3,53,1,Senior
171,44,13991,3,3,8,56,0,Middle-aged
146,66,26316,2,10,7,63,1,Senior
198,48,35925,1,2,0,63,0,Middle-aged
189,59,36068,6,0,1,81,1,Middle-aged
184,51,44651,0,2,5,97,1,Middle-aged
168,39,30481,7,4,10,17,1,Middle-aged
182,61,22263,0,6,8,27,0,Senior
162,59,46829,0,10,9,68,1,Middle-aged
184,68,31223,2,7,5,32,1,Senior
174,39,6090,7,3,8,39,0,Middle-aged
140,22,44850,7,10,3,51,1,Young
195,55,36166,6,1,5,10,1,Middle-aged
181,88,15238,2,1,5,26,0,Senior
189,51,29169,6,8,8,18,1,Middle-aged
168,57,30399,0,9,9,93,0,Middle-aged
179,72,40556,5,8,9,100,1,Senior
169,68,13886,1,1,2,30,0,Senior
177,25,18460,0,6,3,15,1,Young
163,86,24993,2,4,0,19,1,Senior
170,20,35411,1,8,7,18,1,Young
174,29,42958,2,7,3,89,1,Young
160,68,34463,0,10,0,23,0,Senior
173,54,22452,2,3,0,71,1,Middle-aged
151,56,8139,8,6,7,61,1,Middle-aged
166,38,36104,9,5,9,3,1,Middle-aged
167,26,30345,2,3,2,97,1,Young
192,36,14455,4,10,4,21,1,Middle-aged
172,50,25451,2,5,7,72,0,Middle-aged
184,19,36044,5,2,7,52,0,Young
194,67,22737,5,9,7,49,1,Senior
142,20,38791,3,2,2,35,1,Young
180,57,19566,3,5,10,98,1,Middle-aged
188,76,36064,5,2,0,36,1,Senior
153,61,10923,3,9,5,86,1,Senior
150,20,15541,8,6,5,29,1,Young
177,45,7323,6,2,0,82,0,Middle-aged
149,44,12907,3,2,6,5,0,Middle-aged
172,82,19981,9,9,1,8,1,Senior
172,61,37334,8,8,9,60,1,Senior
184,58,10134,6,8,0,47,1,Middle-aged
189,28,23648,3,7,9,44,1,Young
196,63,11218,6,9,3,33,1,Senior
178,71,29647,3,7,10,13,1,Senior
162,87,14267,7,9,2,61,1,Senior
171,79,29505,8,7,10,26,1,Senior
170,18,23814,2,4,3,14,1,Young
161,25,28992,6,6,3,55,1,Young
168,33,47085,1,2,5,62,0,Young
176,61,20404,10,8,3,78,1,Senior
195,61,18604,5,7,6,47,1,Senior
161,40,20280,1,5,5,8,0,Middle-aged
171,61,18638,8,10,4,70,1,Senior
184,86,26626,0,8,7,27,1,Senior
166,62,10664,0,1,8,72,0,Senior
147,71,19822,4,7,7,36,1,Senior
173,75,29130,6,1,7,22,1,Senior
167,30,9948,8,7,10,12,1,Young
161,85,28677,3,4,5,21,1,Senior
195,65,14330,3,7,10,58,1,Senior
187,45,19849,6,0,6,9,0,Middle-aged
170,30,26163,6,1,3,17,0,Young
154,67,41301,3,2,5,78,1,Senior
148,89,12471,2,1,2,26,0,Senior
141,66,34670,9,3,2,46,1,Senior
167,88,27348,4,10,1,56,1,Senior
146,28,32924,5,5,3,93,0,Young
172,46,28267,7,6,1,99,1,Middle-aged
148,80,7797,8,0,0,86,1,Senior
165,55,11808,6,8,8,54,1,Middle-aged
192,42,18517,3,10,4,85,1,Middle-aged
177,66,45595,8,4,3,44,1,Senior
177,74,38912,0,3,6,57,0,Senior
141,87,22000,6,2,8,77,1,Senior
196,50,32708,9,3,4,83,1,Middle-aged
183,56,26635,8,5,6,2,1,Middle-aged
174,82,23974,0,3,5,27,1,Senior
182,21,16099,3,9,7,26,1,Young
189,39,10661,9,0,3,70,1,Middle-aged
153,63,37005,5,9,7,37,1,Senior
187,76,29667,2,10,10,77,1,Senior
196,52,24828,9,6,3,39,1,Middle-aged
153,70,8418,1,0,10,13,0,Senior
145,29,11352,9,9,4,66,1,Young
150,52,46420,5,2,10,20,1,Middle-aged
154,76,48755,9,4,0,39,1,Senior
151,28,25185,8,0,0,31,1,Young
197,36,11675,10,3,7,64,1,Middle-aged
176,79,33878,8,0,8,67,0,Senior
162,65,5093,6,3,4,6,1,Senior
151,21,12480,10,2,4,40,1,Young
191,68,47590,6,4,5,11,1,Senior
151,20,17901,3,6,3,43,1,Young
157,37,14420,2,8,0,35,1,Middle-aged
190,40,11700,9,2,1,86,1,Middle-aged
159,39,7959,1,2,9,71,0,Middle-aged
148,55,48967,1,8,9,60,0,Middle-aged
178,51,37431,6,9,5,56,1,Middle-aged
157,70,20287,2,8,2,43,1,Senior
184,27,29589,0,4,3,8,0,Young
183,37,17051,6,7,3,10,1,Middle-aged
172,61,11352,10,5,6,19,1,Senior
141,69,38439,9,4,7,45,0,Senior
157,29,23315,2,5,6,84,1,Young
162,84,48306,7,2,9,71,1,Senior
163,26,22676,2,6,6,18,1,Young
140,57,34460,1,7,9,30,0,Middle-aged
165,61,49841,2,0,0,64,1,Senior
172,19,43759,8,8,7,92,1,Young
195,84,49350,3,7,4,23,1,Senior
159,36,13047,10,4,1,89,1,Middle-aged
200,73,33627,6,10,8,11,1,Senior
141,72,29071,10,8,9,49,1,Senior
146,52,22134,4,7,7,84,1,Middle-aged
194,66,33440,5,1,7,37,1,Senior
184,70,34221,6,5,7,83,1,Senior
179,75,22514,0,10,2,48,1,Senior
153,47,44317,2,4,6,85,1,Middle-aged
188,41,22429,8,1,1,46,1,Middle-aged
174,87,32628,9,6,9,12,1,Senior
187,44,25061,7,10,4,81,1,Middle-aged
160,20,24498,3,6,7,50,1,Young
163,47,26900,3,10,7,3,1,Middle-aged
149,43,14649,5,2,3,31,1,Middle-aged
172,85,30963,8,5,5,91,1,Senior
197,71,29848,1,9,0,45,0,Senior
190,57,26403,1,1,5,19,0,Middle-aged
179,30,11241,0,8,6,51,1,Young
170,20,22508,6,3,5,79,1,Young
169,60,19098,4,4,0,96,0,Senior
141,57,15899,9,4,2,66,1,Middle-aged
169,71,24612,1,9,0,76,1,Senior
176,25,45764,7,9,2,31,1,Young
177,23,10051,8,8,6,59,1,Young
176,69,30450,4,1,3,25,1,Senior
200,88,34326,0,6,5,8,0,Senior
200,35,42430,10,5,5,2,1,Young
143,38,25224,10,5,5,56,1,Middle-aged
189,74,36347,2,0,2,91,0,Senior
190,18,18599,0,3,3,59,1,Young
153,38,18952,8,0,9,48,0,Middle-aged
195,50,47676,7,7,7,98,1,Middle-aged
173,84,39150,10,4,5,81,1,Senior
192,47,11785,0,3,5,75,0,Middle-aged
164,22,19212,3,6,1,49,0,Young
150,57,36779,3,7,6,88,1,Middle-aged
198,61,21842,0,6,4,14,0,Senior
183,29,21882,0,7,3,75,1,Young
169,39,6494,8,10,3,47,1,Middle-aged
195,52,38559,6,2,1,50,0,Middle-aged
168,47,42380,0,7,7,43,1,Middle-aged
177,49,7444,6,2,0,82,1,Middle-aged
192,80,35736,6,4,10,47,1,Senior
153,28,22184,10,6,4,25,1,Young
190,69,21585,8,0,5,80,1,Senior
151,49,37623,3,0,0,16,1,Middle-aged
174,41,46492,5,8,6,84,1,Middle-aged
171,58,36540,1,5,1,49,1,Middle-aged
162,69,5110,1,8,2,87,0,Senior
165,45,9802,6,10,10,33,1,Middle-aged
169,59,44272,5,2,8,14,0,Middle-aged
181,77,32546,5,8,8,11,1,Senior
172,51,9808,5,10,9,33,1,Middle-aged
143,54,5737,5,8,8,9,1,Middle-aged
173,69,47672,2,9,7,41,1,Senior
151,35,14496,10,5,0,87,1,Young
146,28,16556,3,1,3,81,0,Young
178,25,48280,5,2,1,50,1,Young
154,62,26315,2,8,1,46,1,Senior
170,72,46226,7,0,8,27,1,Senior
166,56,10563,6,4,3,82,1,Middle-aged
151,52,39038,2,1,0,50,1,Middle-aged
143,68,42662,5,7,8,82,1,Senior
